Temporada,ID_Jogo,Rodada,Data_Hora,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Estadio_Local,Publico,Odd_Mandante,Odd_Empate,Odd_Visitante,xG_Mandante,xG_Visitante,Posse_Mandante,Posse_Visitante,Finalizacoes_Mandante,Finalizacoes_Visitante,No_Alvo_Mandante,No_Alvo_Visitante,Defesas_Goleiro_Mandante,Defesas_Goleiro_Visitante,Chances_Claras_Mandante,Chances_Claras_Visitante,Escanteios_Mandante,Escanteios_Visitante,Passes_Mandante,Passes_Visitante,Amarelos_Mandante,Amarelos_Visitante,Vermelhos_Mandante,Vermelhos_Visitante,Trave_Mandante,Trave_Visitante,Faltas_Mandante,Faltas_Visitante,Temperatura_C,Umidade_Relativa_%,Velocidade_Vento_kmh
2020,fc2kM506,10,13.09.2020 19:45,Palmeiras,Sport,2,2,Allianz Parque (São Paulo),,1.40,4.20,8.50,0.0,0.0,64%,36%,20,9,7,4,2,5,0,0,6,2,0%(0/557),0%(0/316),3,3,1,1,0,0,15,12,23.5,64.0,13.1
2020,z7AcKqVI,10,13.09.2020 18:00,Atlético-MG,Red Bull Bragantino,2,1,Mineirão (Belo Horizonte),,1.61,3.60,6.00,0.0,0.0,64%,36%,14,12,7,4,3,5,0,0,8,3,0%(0/553),0%(0/308),1,1,0,0,0,0,13,18,23.4,35.0,13.9
2020,S0cqrmNP,10,13.09.2020 18:00,Bahia,Atlético-GO,0,1,Estádio Governador Roberto Santos (Bahia),,2.10,3.20,3.60,0.0,0.0,53%,47%,9,12,2,4,3,2,0,0,5,5,0%(0/427),0%(0/380),2,2,1,0,0,0,16,20,24.1,78.0,20.3
2020,novGxRpm,10,13.09.2020 18:00,Ceará,Flamengo,2,0,Castelão (Fortaleza),,3.60,3.30,2.05,0.0,0.0,37%,63%,8,11,3,2,2,1,0,0,5,8,0%(0/335),0%(0/565),1,0,0,0,0,0,8,6,26.0,76.0,16.8
2020,t8wKyo0g,10,13.09.2020 18:00,Goiás,Internacional,1,0,Estádio da Serrinha (Goiânia),,4.20,3.40,1.90,0.0,0.0,21%,79%,6,15,1,4,4,0,0,0,0,12,0%(0/168),0%(0/571),4,3,1,0,0,0,10,14,29.0,19.0,9.4
2020,nXbsORVg,10,13.09.2020 16:00,Fluminense,Corinthians,2,1,Maracanã (Rio de Janeiro),,2.20,3.10,3.40,0.0,0.0,48%,52%,15,9,3,3,2,1,0,0,5,8,0%(0/353),0%(0/376),2,4,1,0,0,0,14,15,26.9,66.0,12.3
2020,lAbuqT7J,10,13.09.2020 16:00,Grêmio,Fortaleza,1,1,Arena do Grêmio (Porto Alegre),,1.55,3.75,7.00,0.0,0.0,56%,44%,14,3,3,2,1,2,0,0,6,2,0%(0/530),0%(0/423),1,2,1,1,0,0,11,13,24.8,75.0,14.1
2020,xMifLPFC,10,12.09.2020 19:00,Santos,São Paulo,2,2,Vila Belmiro (Santos),,2.90,3.25,2.45,0.0,0.0,55%,45%,10,12,5,6,4,3,0,0,5,2,0%(0/410),0%(0/337),3,2,0,0,0,0,18,20,23.7,88.0,13.3
2020,8fuCw7Vt,10,12.09.2020 16:30,Athletico-PR,Coritiba,1,0,Ligga Arena (Curitiba),,1.90,3.10,4.33,0.0,0.0,43%,57%,10,5,2,1,1,1,0,0,9,6,0%(0/346),0%(0/463),4,2,0,1,0,0,21,12,29.8,29.0,9.0
2020,fBsOz5Fa,11,13.10.2020 18:00,Flamengo,Goiás,2,1,Maracanã (Rio de Janeiro),,1.22,6.00,10.00,0.0,0.0,67%,33%,31,7,12,4,3,10,0,0,9,4,0%(0/559),0%(0/287),1,4,0,0,0,0,12,12,25.3,81.0,7.8
2020,GOzivvMi,11,20.09.2020 20:30,Sport,Fluminense,1,0,Estádio Adelmar da Costa Carvalho (Recife),,2.30,3.10,3.20,0.0,0.0,26%,74%,8,19,3,5,5,2,0,0,5,8,0%(0/249),0%(0/696),0,1,0,0,0,0,10,9,24.8,84.0,13.4
2020,xzXSZOU5,11,20.09.2020 18:15,Botafogo,Santos,0,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),,2.60,3.50,2.55,0.0,0.0,44%,56%,7,21,1,6,6,1,0,0,8,10,0%(0/320),0%(0/415),4,2,0,0,0,0,15,13,21.9,96.0,9.4
2020,Aozewbyb,11,20.09.2020 16:00,Coritiba,Vasco,1,0,Estádio Couto Pereira (Curitiba),,2.10,3.00,3.80,0.0,0.0,54%,46%,11,11,2,3,3,1,0,0,6,6,0%(0/497),0%(0/415),1,2,0,0,0,0,14,15,13.8,81.0,21.4
2020,2LWnuK6o,11,20.09.2020 16:00,Grêmio,Palmeiras,1,1,Arena do Grêmio (Porto Alegre),,2.45,3.10,3.10,0.0,0.0,64%,36%,13,9,2,2,1,1,0,0,6,3,0%(0/587),0%(0/337),2,3,0,0,0,0,21,21,15.2,47.0,4.7
2020,6DT3yx6A,11,19.09.2020 21:00,Atlético-GO,Atlético-MG,3,4,Estádio Antonio Accioly (Goiânia),,4.75,3.50,1.75,0.0,0.0,44%,56%,15,14,9,8,4,6,0,0,6,4,0%(0/360),0%(0/468),2,0,0,0,0,0,16,14,27.6,25.0,8.7
2020,lxZbxIj4,11,19.09.2020 19:00,Fortaleza,Internacional,1,0,Estadio Presidente Vargas (Fortaleza),,2.75,3.10,2.62,0.0,0.0,42%,58%,12,11,3,1,1,2,0,0,3,7,0%(0/305),0%(0/421),1,3,0,0,0,0,9,20,25.7,80.0,17.7
2020,OjVzY2aI,11,19.09.2020 19:00,Red Bull Bragantino,Ceará,4,2,Estádio Nabi Abi Chedid (Bragança Paulista),,2.10,3.40,3.40,0.0,0.0,43%,57%,18,13,9,6,4,5,0,0,5,9,0%(0/303),0%(0/402),4,3,0,0,0,0,24,11,24.3,48.0,7.1
2020,0Gh4GzUp,11,16.09.2020 21:30,Corinthians,Bahia,3,2,Neo Química Arena (São Paulo),,2.20,3.30,3.25,0.0,0.0,33%,67%,11,23,5,6,4,2,0,0,4,11,0%(0/275),0%(0/532),3,2,0,0,0,0,15,13,18.9,90.0,7.2
2020,GQVWYrpC,11,26.08.2020 19:00,São Paulo,Athletico-PR,1,0,Estádio do MorumBIS (São Paulo),,1.90,3.30,3.75,0.0,0.0,57%,43%,16,5,5,3,3,4,0,0,4,1,0%(0/605),0%(0/459),2,1,0,0,0,0,13,16,13.1,94.0,11.6
2020,p4S7zdLG,12,28.09.2020 20:00,Fluminense,Coritiba,4,0,Maracanã (Rio de Janeiro),,2.00,3.40,3.75,0.0,0.0,43%,57%,15,10,7,1,1,3,0,0,5,4,0%(0/409),0%(0/532),1,1,0,1,0,0,16,19,22.9,96.0,3.3
2020,dr8rUgbp,12,27.09.2020 20:30,Santos,Fortaleza,1,1,Vila Belmiro (Santos),,2.10,3.20,3.60,0.0,0.0,54%,46%,15,12,6,3,2,5,0,0,9,5,0%(0/415),0%(0/368),1,1,0,0,0,0,12,19,21.5,96.0,3.6
2020,hUiolFkG,12,27.09.2020 18:15,Atlético-GO,Botafogo,1,1,Estádio Antonio Accioly (Goiânia),,2.00,3.20,4.00,0.0,0.0,53%,47%,10,16,2,5,4,1,0,0,7,5,0%(0/405),0%(0/358),2,3,0,0,0,0,16,12,30.9,24.0,6.1
2020,b7hskezA,12,27.09.2020 18:15,Ceará,Goiás,2,2,Castelão (Fortaleza),,1.66,3.60,5.25,0.0,0.0,60%,40%,19,10,5,7,5,3,0,0,11,7,0%(0/414),0%(0/285),3,4,0,0,0,0,14,14,26.2,74.0,15.3
2020,j1VFYZkT,12,27.09.2020 16:00,Palmeiras,Flamengo,1,1,Allianz Parque (São Paulo),,1.28,5.00,11.00,0.0,0.0,60%,40%,17,10,7,4,3,6,0,0,5,4,0%(0/489),0%(0/322),4,2,0,0,0,0,13,16,33.0,26.0,16.3
2020,vRRBZFzN,12,27.09.2020 11:00,Vasco,Red Bull Bragantino,1,1,São Januário (Rio de Janeiro),,3.40,3.25,2.20,0.0,0.0,58%,42%,11,12,1,3,2,0,0,0,2,5,0%(0/513),0%(0/362),2,1,0,0,0,0,9,16,32.3,47.0,13.8
2020,zZ6nTDDj,12,26.09.2020 21:00,Atlético-MG,Grêmio,3,1,Mineirão (Belo Horizonte),,1.72,3.60,5.00,0.0,0.0,54%,46%,20,9,6,4,3,3,0,0,9,4,0%(0/478),0%(0/408),1,1,0,0,0,0,20,11,21.3,52.0,8.4
2020,p4lwjyL3,12,26.09.2020 19:00,Athletico-PR,Bahia,1,0,Ligga Arena (Curitiba),,2.20,3.20,3.30,0.0,0.0,56%,44%,13,14,3,4,4,2,0,0,1,6,0%(0/529),0%(0/407),4,1,0,0,0,0,20,11,22.4,68.0,10.9
2020,Ol0Uicji,12,26.09.2020 19:00,Internacional,São Paulo,1,1,Estádio José Pinheiro Borda (Porto Alegre),,2.25,3.10,3.40,0.0,0.0,42%,58%,4,19,1,6,5,0,0,0,1,4,0%(0/401),0%(0/536),2,0,1,0,0,0,16,16,19.4,85.0,18.4
2020,2uaYjH5c,12,23.09.2020 21:30,Sport,Corinthians,1,0,Estádio Adelmar da Costa Carvalho (Recife),,2.62,3.10,2.75,0.0,0.0,47%,53%,9,16,2,2,2,1,0,0,3,8,0%(0/448),0%(0/485),3,4,0,0,0,0,11,15,24.0,85.0,9.2
2020,8GCLuicd,13,04.10.2020 20:30,Atlético-MG,Vasco,4,1,Mineirão (Belo Horizonte),,1.36,5.00,7.50,0.0,0.0,60%,40%,20,5,7,2,1,3,0,0,6,3,0%(0/482),0%(0/319),3,4,0,1,0,0,24,10,26.6,50.0,17.4
2020,lCk83fk3,13,04.10.2020 18:15,Bahia,Sport,1,2,Casa de Apostas Arena Fonte Nova (Salvador),,1.90,3.25,4.33,0.0,0.0,59%,41%,23,5,11,2,0,10,0,0,11,0,0%(0/486),0%(0/361),2,3,0,0,0,0,15,13,25.0,79.0,17.0
2020,dxgG1YJF,13,04.10.2020 18:15,Fortaleza,Atlético-GO,0,0,Estadio Presidente Vargas (Fortaleza),,2.30,3.10,3.30,0.0,0.0,59%,41%,15,7,4,2,2,4,0,0,8,1,0%(0/516),0%(0/347),5,5,0,0,0,0,8,14,26.3,79.0,16.2
2020,v1rL0hZL,13,04.10.2020 18:15,Goiás,Santos,2,3,Estádio da Serrinha (Goiânia),,2.87,3.40,2.40,0.0,0.0,55%,45%,14,10,4,4,2,2,0,0,2,4,0%(0/384),0%(0/321),5,4,1,1,0,0,16,15,35.3,12.0,10.7
2020,IofC2E49,13,04.10.2020 16:00,Coritiba,São Paulo,1,1,Estádio Couto Pereira (Curitiba),,4.75,3.50,1.75,0.0,0.0,24%,76%,3,19,1,5,4,0,0,0,2,11,0%(0/219),0%(0/668),2,3,0,0,0,0,13,12,16.6,80.0,21.3
2020,WKjkmZ4M,13,04.10.2020 16:00,Flamengo,Athletico-PR,3,1,Maracanã (Rio de Janeiro),,1.53,4.00,6.00,0.0,0.0,54%,46%,13,10,7,3,2,4,0,0,4,5,0%(0/446),0%(0/376),3,4,0,0,0,0,18,22,22.7,87.0,23.4
2020,bsNongKS,13,04.10.2020 11:00,Botafogo,Fluminense,1,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),,2.87,3.30,2.40,0.0,0.0,51%,49%,17,8,6,5,4,5,0,0,7,4,0%(0/383),0%(0/366),0,1,0,0,0,0,20,22,24.1,81.0,20.1
2020,fD8HtXsj,13,03.10.2020 21:00,Red Bull Bragantino,Corinthians,0,0,Estádio Nabi Abi Chedid (Bragança Paulista),,2.05,3.25,3.75,0.0,0.0,40%,60%,10,12,2,4,4,2,0,0,3,8,0%(0/368),0%(0/556),1,2,0,0,0,0,18,13,20.6,82.0,21.1
2020,0j9DsDSq,13,03.10.2020 19:00,Palmeiras,Ceará,2,1,Allianz Parque (São Paulo),,1.45,3.80,8.00,0.0,0.0,64%,36%,27,13,11,7,6,9,0,0,9,4,0%(0/542),0%(0/311),1,4,0,0,0,0,10,19,20.2,85.0,22.1
2020,ALj44zzc,13,03.10.2020 17:00,Grêmio,Internacional,1,1,Arena do Grêmio (Porto Alegre),,2.30,3.20,3.10,0.0,0.0,47%,53%,14,9,5,2,1,4,0,0,5,5,0%(0/385),0%(0/443),2,1,1,1,0,0,14,16,14.2,87.0,20.8
2020,4rSagARe,14,08.10.2020 21:00,Red Bull Bragantino,Internacional,0,2,Estádio Nabi Abi Chedid (Bragança Paulista),,2.70,3.20,2.60,0.0,0.0,48%,52%,12,8,2,5,3,2,0,0,7,2,0%(0/399),0%(0/451),3,3,1,0,0,0,18,22,19.8,84.0,14.4
2020,h48fFilF,14,08.10.2020 19:00,Athletico-PR,Ceará,0,0,Ligga Arena (Curitiba),,2.00,3.30,3.80,0.0,0.0,61%,39%,14,13,1,4,4,1,0,0,3,3,0%(0/562),0%(0/350),3,2,0,0,0,0,11,12,17.2,98.0,12.8
2020,8GYjeWdq,14,07.10.2020 21:30,Botafogo,Palmeiras,2,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),,4.00,3.30,1.95,0.0,0.0,36%,64%,11,20,4,4,3,2,0,0,2,5,0%(0/298),0%(0/531),4,4,0,0,0,0,16,15,22.0,98.0,7.5
2020,Wf7bEB3L,14,07.10.2020 21:30,Fortaleza,Atlético-MG,2,1,Estadio Presidente Vargas (Fortaleza),,4.20,3.75,1.80,0.0,0.0,31%,69%,7,15,3,4,3,1,0,0,1,8,0%(0/263),0%(0/577),4,3,1,0,0,0,9,19,26.1,83.0,13.3
2020,vL62DVIR,14,07.10.2020 20:30,Goiás,Fluminense,2,4,Estádio da Serrinha (Goiânia),,3.30,3.25,2.20,0.0,0.0,42%,58%,12,10,3,5,1,1,0,0,5,4,0%(0/338),0%(0/470),3,2,0,0,0,0,19,15,33.6,15.0,2.5
2020,n7XffjCk,14,07.10.2020 20:30,São Paulo,Atlético-GO,3,0,Estádio do MorumBIS (São Paulo),,1.61,3.75,5.75,0.0,0.0,51%,49%,25,15,8,5,5,5,0,0,5,3,0%(0/430),0%(0/416),3,2,0,0,0,0,17,12,28.9,42.0,6.0
2020,AuJkGXY8,14,07.10.2020 19:15,Bahia,Vasco,3,0,Casa de Apostas Arena Fonte Nova (Salvador),,1.75,3.40,5.00,0.0,0.0,47%,53%,13,10,6,1,1,3,0,0,4,6,0%(0/447),0%(0/497),4,4,0,1,0,0,18,15,25.0,80.0,19.7
2020,jynPaClS,14,07.10.2020 19:15,Flamengo,Sport,3,0,Maracanã (Rio de Janeiro),,1.36,5.00,7.50,0.0,0.0,63%,37%,16,14,6,1,1,3,0,0,8,6,0%(0/572),0%(0/326),0,3,0,0,0,0,14,16,22.9,96.0,10.8
2020,dxFoHDJ2,14,07.10.2020 19:15,Grêmio,Coritiba,2,1,Arena do Grêmio (Porto Alegre),,1.53,4.00,6.00,0.0,0.0,49%,51%,11,13,5,3,2,3,0,0,6,6,0%(0/466),0%(0/475),2,2,0,0,0,0,18,21,17.5,87.0,11.0
2020,rZQ3hUt2,14,07.10.2020 19:00,Corinthians,Santos,1,1,Neo Química Arena (São Paulo),,2.10,3.25,3.40,0.0,0.0,62%,38%,13,7,4,2,1,3,0,0,6,3,0%(0/557),0%(0/339),2,3,0,0,0,0,19,16,29.1,40.0,5.4
2020,Gb94A22m,15,11.10.2020 20:30,Ceará,Corinthians,2,1,Castelão (Fortaleza),,2.10,3.10,3.80,0.0,0.0,39%,61%,15,10,4,3,2,2,0,0,6,6,0%(0/301),0%(0/474),4,1,1,1,0,0,9,10,25.8,81.0,11.5
2020,nRTTTj38,15,11.10.2020 20:30,Internacional,Athletico-PR,2,1,Estádio José Pinheiro Borda (Porto Alegre),,1.72,3.60,4.75,0.0,0.0,46%,54%,13,14,6,4,3,4,0,0,6,1,0%(0/408),0%(0/480),2,0,0,0,0,0,19,14,17.6,84.0,16.2
2020,bNb99MHg,15,11.10.2020 18:15,Atlético-GO,Red Bull Bragantino,2,1,Estádio Antonio Accioly (Goiânia),,2.50,3.10,3.00,0.0,0.0,53%,47%,24,19,8,5,4,6,0,0,7,11,0%(0/369),0%(0/334),1,1,0,0,0,0,17,18,29.4,39.0,7.4
2020,QHSXSAIE,15,11.10.2020 18:15,Sport,Botafogo,1,2,Estádio Adelmar da Costa Carvalho (Recife),,2.30,3.20,3.10,0.0,0.0,62%,38%,17,11,3,4,2,2,0,0,6,8,0%(0/526),0%(0/316),3,3,0,1,0,0,11,15,25.5,78.0,10.0
2020,tUhU8kRr,15,11.10.2020 16:00,Fluminense,Bahia,1,0,Maracanã (Rio de Janeiro),,2.30,3.20,2.90,0.0,0.0,50%,50%,8,12,2,1,1,1,0,0,3,4,0%(0/399),0%(0/397),2,3,0,0,0,0,26,18,22.4,59.0,15.7
2020,WIos6mB1,15,11.10.2020 16:00,Santos,Grêmio,2,1,Vila Belmiro (Santos),,3.60,3.10,2.15,0.0,0.0,56%,44%,11,11,6,4,3,4,0,0,4,7,0%(0/399),0%(0/300),2,4,0,1,0,0,16,14,23.7,53.0,16.7
2020,A9po57Q7,15,10.10.2020 21:00,Atlético-MG,Goiás,3,0,Mineirão (Belo Horizonte),,1.28,5.50,9.00,0.0,0.0,66%,34%,23,4,11,3,3,8,0,0,8,1,0%(0/599),0%(0/309),0,1,0,0,0,0,14,11,23.5,72.0,13.3
2020,IDj1Brms,15,10.10.2020 19:00,Coritiba,Fortaleza,0,0,Estádio Couto Pereira (Curitiba),,2.60,3.00,2.80,0.0,0.0,45%,55%,10,12,2,2,2,2,0,0,2,4,0%(0/399),0%(0/498),1,0,0,0,0,0,19,12,13.6,94.0,16.4
2020,xdnw7Tee,15,10.10.2020 19:00,Palmeiras,São Paulo,0,2,Allianz Parque (São Paulo),,2.40,3.10,3.10,0.0,0.0,47%,53%,9,13,3,4,2,3,0,0,8,4,0%(0/425),0%(0/484),2,1,0,0,0,0,15,17,14.4,78.0,13.6
2020,OhrZ79tk,15,10.10.2020 17:00,Vasco,Flamengo,1,2,São Januário (Rio de Janeiro),,4.50,4.00,1.70,0.0,0.0,38%,62%,13,8,4,3,1,3,0,0,5,5,0%(0/349),0%(0/573),2,5,0,0,0,0,14,25,22.7,74.0,22.7
2020,GKpuNung,16,25.11.2020 19:15,Ceará,São Paulo,1,1,Castelão (Fortaleza),,3.20,3.20,2.25,0.0,0.0,32%,68%,11,18,6,4,3,5,0,0,5,5,0%(0/305),0%(0/659),5,3,0,0,0,0,20,13,26.7,76.0,16.7
2020,6m2H70n6,16,19.11.2020 19:00,Vasco,Fortaleza,0,0,São Januário (Rio de Janeiro),,2.30,3.00,3.30,0.0,0.0,47%,53%,11,18,5,5,5,5,0,0,4,11,0%(0/360),0%(0/396),2,0,0,0,0,0,11,20,22.1,93.0,26.7
2020,AspqMa1a,16,16.10.2020 20:00,Goiás,Bahia,1,1,Estádio da Serrinha (Goiânia),,3.75,3.50,1.95,0.0,0.0,53%,47%,10,13,4,3,2,3,0,0,5,2,0%(0/402),0%(0/348),5,4,0,1,0,0,16,18,23.7,84.0,4.4
2020,xEcD8tXa,16,15.10.2020 20:00,Flamengo,Red Bull Bragantino,1,1,Maracanã (Rio de Janeiro),,1.57,4.33,5.00,0.0,0.0,69%,31%,19,11,10,3,2,9,0,0,5,1,0%(0/596),0%(0/270),2,1,0,0,0,0,16,14,22.3,89.0,11.0
2020,xUoyOLWn,16,14.10.2020 21:30,Athletico-PR,Corinthians,0,1,Ligga Arena (Curitiba),,2.10,3.10,3.75,0.0,0.0,61%,39%,15,13,9,6,5,9,0,0,8,2,0%(0/534),0%(0/332),3,3,0,1,0,0,18,14,17.1,95.0,11.2
2020,t6fU4bWO,16,14.10.2020 21:30,Atlético-MG,Fluminense,1,1,Mineirão (Belo Horizonte),,1.44,4.75,6.00,0.0,0.0,65%,35%,13,11,8,3,2,7,0,0,9,4,0%(0/554),0%(0/299),3,1,0,0,0,0,11,9,20.8,89.0,12.5
2020,dIUwP1Ht,16,14.10.2020 21:30,Sport,Internacional,3,5,Estádio Adelmar da Costa Carvalho (Recife),,4.20,3.25,1.90,0.0,0.0,49%,51%,13,14,5,8,3,2,0,0,2,7,0%(0/437),0%(0/445),3,2,0,0,0,0,6,19,25.2,78.0,11.6
2020,S2jQ5vHI,16,14.10.2020 20:30,Santos,Atlético-GO,0,1,Vila Belmiro (Santos),,2.05,3.60,3.30,0.0,0.0,59%,41%,12,8,3,1,0,3,0,0,7,2,0%(0/400),0%(0/288),3,3,0,0,0,0,18,21,22.7,89.0,4.9
2020,f9rCTs9P,16,14.10.2020 19:15,Grêmio,Botafogo,3,1,Arena do Grêmio (Porto Alegre),,1.50,3.75,6.50,0.0,0.0,50%,50%,10,16,4,3,2,1,0,0,1,4,0%(0/481),0%(0/460),3,2,1,0,0,0,11,13,18.0,76.0,13.7
2020,pv1L6K1C,16,14.10.2020 18:00,Palmeiras,Coritiba,1,3,Allianz Parque (São Paulo),,1.50,4.00,6.50,0.0,0.0,54%,46%,16,12,5,9,6,4,0,0,6,2,0%(0/419),0%(0/377),3,2,0,0,0,0,13,20,21.5,84.0,13.2
2020,UNAEyu1n,17,19.10.2020 20:00,Bahia,Atlético-MG,3,1,Casa de Apostas Arena Fonte Nova (Salvador),,4.75,4.00,1.66,0.0,0.0,34%,66%,13,20,6,4,3,3,0,0,2,8,0%(0/294),0%(0/553),4,1,0,0,0,0,14,14,25.1,81.0,12.3
2020,69whKwWB,17,19.10.2020 20:00,Botafogo,Goiás,0,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),,1.61,3.75,5.50,0.0,0.0,62%,38%,23,12,6,4,4,6,0,0,11,5,0%(0/532),0%(0/324),2,1,0,0,0,0,18,11,23.3,78.0,11.8
2020,2y9MZIVb,17,18.10.2020 20:30,Fortaleza,Palmeiras,2,0,Estadio Presidente Vargas (Fortaleza),,3.30,3.20,2.25,0.0,0.0,51%,49%,10,15,4,3,3,2,0,0,1,7,0%(0/464),0%(0/421),2,4,0,1,0,0,14,19,26.5,81.0,19.2
2020,EZt0IH0O,17,18.10.2020 20:30,Red Bull Bragantino,Sport,2,0,Estádio Nabi Abi Chedid (Bragança Paulista),,1.66,3.75,4.75,0.0,0.0,50%,50%,18,3,4,2,2,2,0,0,8,6,0%(0/452),0%(0/453),2,2,0,0,0,0,13,13,18.9,85.0,15.8
2020,Im7AxLot,17,18.10.2020 18:15,Internacional,Vasco,2,0,Estádio José Pinheiro Borda (Porto Alegre),,1.53,3.75,7.00,0.0,0.0,52%,48%,13,8,7,4,4,5,0,0,6,3,0%(0/523),0%(0/481),1,1,0,0,0,0,17,11,24.0,70.0,16.1
2020,hQu4HyGU,17,18.10.2020 16:00,Corinthians,Flamengo,1,5,Neo Química Arena (São Paulo),,4.20,3.50,1.85,0.0,0.0,39%,61%,19,11,7,6,1,6,0,0,10,3,0%(0/313),0%(0/530),4,5,0,0,0,0,14,13,20.9,76.0,20.1
2020,p0xdJcoI,17,17.10.2020 21:00,São Paulo,Grêmio,0,0,Estádio do MorumBIS (São Paulo),,2.10,3.10,3.75,0.0,0.0,62%,38%,8,11,1,2,2,1,0,0,2,7,0%(0/533),0%(0/315),4,2,0,0,0,0,24,15,15.1,86.0,14.1
2020,KC3RYxo5,17,17.10.2020 19:00,Atlético-GO,Athletico-PR,1,1,Estádio Olímpico Pedro Ludovico (Goiânia),,2.45,3.20,3.00,0.0,0.0,37%,63%,11,17,1,6,5,0,0,0,2,11,0%(0/271),0%(0/454),3,5,2,0,0,0,10,20,26.5,53.0,15.6
2020,OpAIzaGh,17,17.10.2020 19:00,Coritiba,Santos,1,2,Estádio Couto Pereira (Curitiba),,2.90,3.25,2.40,0.0,0.0,53%,47%,18,6,4,2,0,3,0,0,8,1,0%(0/384),0%(0/340),5,2,0,0,0,0,18,25,13.9,88.0,15.1
2020,OplmLJG5,17,17.10.2020 19:00,Fluminense,Ceará,2,2,Maracanã (Rio de Janeiro),,2.05,3.40,3.75,0.0,0.0,58%,42%,6,17,3,4,2,1,0,0,4,3,0%(0/529),0%(0/379),3,3,0,0,0,0,16,17,21.6,79.0,14.1
2020,6T5wWzVN,18,09.12.2020 21:30,São Paulo,Botafogo,4,0,Estádio do MorumBIS (São Paulo),,1.45,4.33,7.00,0.0,0.0,66%,34%,31,8,14,1,1,10,0,0,12,0,0%(0/644),0%(0/352),0,2,0,1,0,0,12,8,18.1,97.0,5.1
2020,r9qelIph,18,11.11.2020 18:45,Bahia,Fortaleza,2,1,Casa de Apostas Arena Fonte Nova (Salvador),,2.20,3.00,3.40,0.0,0.0,33%,67%,13,8,6,1,0,4,0,0,4,7,0%(0/255),0%(0/518),3,2,0,0,0,0,14,11,25.1,80.0,10.8
2020,QXYamx0b,18,25.10.2020 18:15,Athletico-PR,Grêmio,1,2,Ligga Arena (Curitiba),,2.40,3.10,3.10,0.0,0.0,65%,35%,5,8,1,2,0,0,0,0,4,2,0%(0/547),0%(0/289),3,1,0,0,0,0,15,11,19.5,87.0,12.7
2020,4IpikbVo,18,25.10.2020 18:15,Internacional,Flamengo,2,2,Estádio José Pinheiro Borda (Porto Alegre),,2.80,3.10,2.55,0.0,0.0,28%,72%,10,16,5,6,4,3,0,0,1,7,0%(0/244),0%(0/617),6,5,0,0,0,0,16,15,24.1,75.0,25.9
2020,Ycx8oGUA,18,25.10.2020 16:00,Atlético-GO,Palmeiras,0,3,Estádio Antonio Accioly (Goiânia),,3.75,3.10,2.10,0.0,0.0,56%,44%,20,12,5,4,1,5,0,0,6,3,0%(0/470),0%(0/361),1,4,0,0,0,0,15,17,25.6,70.0,14.9
2020,b32VXd0B,18,25.10.2020 16:00,Fluminense,Santos,3,1,Maracanã (Rio de Janeiro),,2.45,3.20,2.90,0.0,0.0,48%,52%,19,9,8,2,1,5,0,0,10,8,0%(0/275),0%(0/297),5,4,0,0,0,0,13,18,24.0,82.0,18.8
2020,j1sAQEho,18,24.10.2020 21:00,Atlético-MG,Sport,0,0,Mineirão (Belo Horizonte),,1.20,5.75,19.00,0.0,0.0,76%,24%,26,3,9,0,0,9,0,0,13,4,0%(0/696),0%(0/226),1,0,0,0,0,0,10,11,17.6,95.0,7.9
2020,vyw4ndF4,18,24.10.2020 19:00,Ceará,Coritiba,2,1,Castelão (Fortaleza),,1.90,3.50,4.00,0.0,0.0,37%,63%,15,15,4,6,5,2,0,0,5,7,0%(0/269),0%(0/480),3,1,0,0,0,0,22,12,26.5,84.0,15.1
2020,lherVfpU,18,24.10.2020 17:00,Red Bull Bragantino,Goiás,2,0,Estádio Nabi Abi Chedid (Bragança Paulista),,1.36,4.75,6.50,0.0,0.0,52%,48%,14,7,5,1,1,3,0,0,6,4,0%(0/390),0%(0/357),0,3,0,0,0,0,17,15,21.9,76.0,7.1
2020,hQ1ZWGFH,18,21.10.2020 21:30,Vasco,Corinthians,1,2,São Januário (Rio de Janeiro),,2.70,3.00,2.80,0.0,0.0,64%,36%,17,11,8,3,1,7,0,0,9,6,0%(0/547),0%(0/306),1,2,0,0,0,0,12,18,22.1,94.0,11.6
2020,z7dqvGxi,19,02.11.2020 20:00,Grêmio,Red Bull Bragantino,2,1,Arena do Grêmio (Porto Alegre),,2.00,3.30,3.75,0.0,0.0,56%,44%,11,13,3,7,6,1,0,0,3,4,0%(0/576),0%(0/455),1,1,0,0,0,0,13,12,17.0,73.0,12.6
2020,8GUKrEET,19,02.11.2020 17:00,Palmeiras,Atlético-MG,3,0,Allianz Parque (São Paulo),,2.30,3.30,3.00,0.0,0.0,36%,64%,19,16,8,2,2,5,0,0,3,9,0%(0/299),0%(0/543),2,1,0,0,0,0,10,12,15.7,70.0,21.1
